user_id,item_id,rating,timestamp,movie_title,release_date,age,gender,occupation,zip_code,rating_date,release_year
287,327,5,1997-09-27 04:18:36,Cop Land (1997),1997-01-01,21,M,salesman,31211,1997-09-27,1997.0
246,201,5,1998-01-16 03:33:14,Evil Dead II (1987),1987-01-01,19,M,student,28734,1998-01-16,1987.0
242,1137,5,1997-11-17 04:33:16,Beautiful Thing (1996),1996-10-09,33,M,educator,31404,1997-11-17,1996.0
249,241,5,1997-11-16 00:46:34,"Last of the Mohicans, The (1992)",1992-01-01,25,M,student,84103,1997-11-16,1992.0
99,4,5,1998-02-03 15:18:17,Get Shorty (1995),1995-01-01,20,M,student,63129,1998-02-03,1995.0
178,332,3,1997-12-22 20:43:57,Kiss the Girls (1997),1997-01-01,26,M,other,49512,1997-12-22,1997.0
251,100,4,1998-01-31 18:38:04,Fargo (1996),1997-02-14,28,M,doctor,85032,1998-01-31,1997.0
81,432,2,1997-10-11 01:58:51,Fantasia (1940),1940-01-01,21,M,student,21218,1997-10-11,1940.0
260,322,4,1998-03-23 02:08:18,Murder at 1600 (1997),1997-04-18,40,F,artist,89801,1998-03-23,1997.0
25,181,5,1998-01-26 22:23:35,Return of the Jedi (1983),1997-03-14,39,M,engineer,55107,1998-01-26,1997.0
59,196,5,1998-02-23 03:38:08,Dead Poets Society (1989),1989-01-01,49,M,educator,08403,1998-02-23,1989.0
72,679,2,1997-11-20 14:46:04,Conan the Barbarian (1981),1981-01-01,48,F,administrator,73034,1997-11-20,1981.0
87,384,4,1997-11-18 18:18:47,Naked Gun 33 1/3: The Final Insult (1994),1994-01-01,47,M,administrator,89503,1997-11-18,1994.0
290,143,5,1997-11-25 16:11:33,"Sound of Music, The (1965)",1965-01-01,40,M,engineer,93550,1997-11-25,1965.0
42,423,5,1997-12-03 00:08:07,E.T. the Extra-Terrestrial (1982),1982-01-01,30,M,administrator,17870,1997-12-03,1982.0
292,515,4,1997-12-02 23:06:17,"Boot, Das (1981)",1997-04-04,35,F,programmer,94703,1997-12-02,1997.0
115,20,3,1997-12-03 17:43:29,Angels and Insects (1995),1995-01-01,31,M,engineer,17110,1997-12-03,1995.0
20,288,1,1997-11-16 08:06:24,Scream (1996),1996-12-20,42,F,homemaker,95660,1997-11-16,1996.0
201,219,4,1998-01-06 18:51:13,"Nightmare on Elm Street, A (1984)",1984-01-01,27,M,writer,E2A4H,1998-01-06,1984.0
13,526,3,1997-12-14 23:10:53,Ben-Hur (1959),1959-01-01,47,M,educator,29206,1997-12-14,1959.0
246,919,4,1998-01-16 03:22:29,"City of Lost Children, The (1995)",1995-01-01,19,M,student,28734,1998-01-16,1995.0
138,26,5,1997-11-08 21:23:52,"Brothers McMullen, The (1995)",1995-01-01,46,M,doctor,53211,1997-11-08,1995.0
167,232,1,1998-04-16 14:52:21,Young Guns (1988),1988-01-01,37,M,other,L9G2B,1998-04-16,1988.0
60,427,5,1997-12-28 16:30:20,To Kill a Mockingbird (1962),1962-01-01,50,M,healthcare,06472,1997-12-28,1962.0
57,304,5,1998-01-01 23:49:41,Fly Away Home (1996),1996-09-13,16,M,none,84010,1998-01-01,1996.0
223,274,4,1998-04-02 20:48:14,Sabrina (1995),1995-01-01,19,F,student,47906,1998-04-02,1995.0
189,512,4,1998-04-22 20:41:42,Wings of Desire (1987),1987-01-01,32,M,artist,95014,1998-04-22,1987.0
243,15,3,1997-11-20 00:57:20,Mr. Holland's Opus (1995),1996-01-29,33,M,educator,60201,1997-11-20,1996.0
92,1049,1,1998-03-18 20:10:26,House Arrest (1996),1996-08-02,32,M,entertainment,80525,1998-03-18,1996.0
246,416,3,1998-01-16 03:57:27,Old Yeller (1957),1957-01-01,19,M,student,28734,1998-01-16,1957.0
194,165,4,1997-11-14 22:32:03,Jean de Florette (1986),1986-01-01,38,M,administrator,02154,1997-11-14,1986.0
241,690,2,1998-02-12 02:11:22,Seven Years in Tibet (1997),1997-01-01,26,F,student,20001,1998-02-12,1997.0
178,248,4,1997-12-22 20:52:34,Grosse Pointe Blank (1997),1997-04-11,26,M,other,49512,1997-12-22,1997.0
254,1444,3,1998-02-03 03:12:38,That Darn Cat! (1965),1965-01-01,44,M,educator,42647,1998-02-03,1965.0
293,5,3,1998-03-03 06:29:36,Copycat (1995),1995-01-01,24,M,writer,60804,1998-03-03,1995.0
127,229,5,1998-01-09 16:54:27,Star Trek III: The Search for Spock (1984),1984-01-01,33,M,none,73439,1998-01-09,1984.0
225,237,5,1997-11-14 20:34:03,Jerry Maguire (1996),1996-12-13,51,F,administrator,58202,1997-11-14,1996.0
299,229,3,1997-10-30 06:20:29,Star Trek III: The Search for Spock (1984),1984-01-01,29,M,doctor,63108,1997-10-30,1984.0
225,480,5,1997-11-14 20:52:28,North by Northwest (1959),1959-01-01,51,F,administrator,58202,1997-11-14,1959.0
276,54,3,1997-09-20 21:30:25,Outbreak (1995),1995-01-01,21,M,student,95064,1997-09-20,1995.0
291,144,5,1997-09-21 09:44:51,Die Hard (1988),1988-01-01,19,M,student,44106,1997-09-21,1988.0
222,366,4,1997-10-30 03:49:41,Dangerous Minds (1995),1995-01-01,29,M,programmer,27502,1997-10-30,1995.0
267,518,5,1997-11-08 06:49:33,Miller's Crossing (1990),1990-01-01,23,M,engineer,83716,1997-11-08,1990.0
42,403,3,1997-12-03 00:24:44,Batman (1989),1989-01-01,30,M,administrator,17870,1997-12-03,1989.0
11,111,4,1998-04-06 23:04:22,"Truth About Cats & Dogs, The (1996)",1996-04-26,39,F,other,30329,1998-04-06,1996.0
95,625,4,1998-03-03 19:46:52,"Sword in the Stone, The (1963)",1963-01-01,31,M,administrator,10707,1998-03-03,1963.0
8,338,4,1997-11-12 19:11:13,Bean (1997),1997-01-01,36,M,administrator,05201,1997-11-12,1997.0
162,25,4,1997-10-23 19:39:33,"Birdcage, The (1996)",1996-03-08,25,M,artist,15610,1997-10-23,1996.0
87,1016,4,1997-11-18 18:03:14,Con Air (1997),1997-06-06,47,M,administrator,89503,1997-11-18,1997.0
279,154,5,1997-09-26 17:51:31,Monty Python's Life of Brian (1979),1979-01-01,33,M,programmer,85251,1997-09-26,1979.0
145,275,2,1998-01-23 12:11:45,Sense and Sensibility (1995),1995-01-01,31,M,entertainment,V3N4P,1998-01-23,1995.0
119,1153,5,1997-09-20 18:46:38,Backbeat (1993),1993-01-01,32,M,programmer,67401,1997-09-20,1993.0
62,498,4,1997-11-12 22:30:48,"African Queen, The (1951)",1951-01-01,27,F,administrator,97214,1997-11-12,1951.0
62,382,3,1997-11-12 22:58:57,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994-01-01,27,F,administrator,97214,1997-11-12,1994.0
28,209,4,1997-12-12 21:13:34,This Is Spinal Tap (1984),1984-01-01,32,M,writer,55369,1997-12-12,1984.0
135,23,4,1997-11-18 12:56:05,Taxi Driver (1976),1996-02-16,23,M,student,38401,1997-11-18,1996.0
32,294,3,1998-01-02 02:57:43,Liar Liar (1997),1997-03-21,28,F,student,78741,1998-01-02,1997.0
90,382,5,1998-03-31 22:37:15,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994-01-01,60,M,educator,78155,1998-03-31,1994.0
286,208,4,1997-10-22 14:52:22,Young Frankenstein (1974),1974-01-01,27,M,student,15217,1997-10-22,1974.0
293,685,3,1998-03-03 06:06:10,Executive Decision (1996),1996-03-09,24,M,writer,60804,1998-03-03,1996.0
216,144,4,1997-11-22 21:37:19,Die Hard (1988),1988-01-01,22,M,engineer,02215,1997-11-22,1988.0
166,328,5,1998-02-02 05:35:22,Conspiracy Theory (1997),1997-08-08,47,M,educator,55113,1998-02-02,1997.0
250,496,4,1997-10-29 02:01:39,It's a Wonderful Life (1946),1946-01-01,29,M,executive,95110,1997-10-29,1946.0
271,132,5,1998-01-26 21:04:32,"Wizard of Oz, The (1939)",1939-01-01,51,M,engineer,22932,1998-01-26,1939.0
160,174,5,1997-10-14 20:26:47,Raiders of the Lost Ark (1981),1981-01-01,27,M,programmer,66215,1997-10-14,1981.0
265,118,4,1997-09-27 00:38:34,Twister (1996),1996-05-10,26,M,executive,84601,1997-09-27,1996.0
198,498,3,1998-01-07 21:11:32,"African Queen, The (1951)",1951-01-01,21,F,student,55414,1998-01-07,1951.0
42,96,5,1997-12-02 23:59:38,Terminator 2: Judgment Day (1991),1991-01-01,30,M,administrator,17870,1997-12-02,1991.0
168,151,5,1998-01-08 19:34:18,Willy Wonka and the Chocolate Factory (1971),1971-01-01,48,M,other,80127,1998-01-08,1971.0
110,307,4,1998-02-09 01:21:00,"Devil's Advocate, The (1997)",1997-01-01,19,M,student,77840,1998-02-09,1997.0
58,144,4,1998-01-09 00:15:36,Die Hard (1988),1988-01-01,27,M,programmer,52246,1998-01-09,1988.0
90,648,4,1998-03-31 22:52:34,"Quiet Man, The (1952)",1952-01-01,60,M,educator,78155,1998-03-31,1952.0
271,346,4,1998-01-26 19:53:50,Jackie Brown (1997),1997-01-01,51,M,engineer,22932,1998-01-26,1997.0
62,21,3,1997-11-12 22:24:20,Muppet Treasure Island (1996),1996-02-16,27,F,administrator,97214,1997-11-12,1996.0
279,832,3,1997-12-06 02:37:34,Bogus (1996),1996-09-06,33,M,programmer,85251,1997-12-06,1996.0
237,514,4,1997-11-12 23:17:21,Annie Hall (1977),1977-01-01,49,M,administrator,63146,1997-11-12,1977.0
94,789,4,1998-04-04 20:14:47,Swimming with Sharks (1995),1995-01-01,26,M,student,71457,1998-04-04,1995.0
128,485,3,1997-11-19 19:14:55,My Fair Lady (1964),1964-01-01,24,F,marketing,20009,1997-11-19,1964.0
298,317,4,1998-01-07 14:20:06,In the Name of the Father (1993),1993-01-01,44,M,executive,01581,1998-01-07,1993.0
44,195,5,1997-11-01 01:31:14,"Terminator, The (1984)",1984-01-01,26,M,technician,46260,1997-11-01,1984.0
264,200,5,1998-01-30 01:05:52,"Shining, The (1980)",1980-01-01,36,F,writer,90064,1998-01-30,1980.0
194,385,2,1997-11-14 16:24:03,True Lies (1994),1994-01-01,38,M,administrator,02154,1997-11-14,1994.0
72,195,5,1997-11-20 14:55:02,"Terminator, The (1984)",1984-01-01,48,F,administrator,73034,1997-11-20,1984.0
222,750,5,1998-01-03 08:12:00,Amistad (1997),1997-12-18,29,M,programmer,27502,1998-01-03,1997.0
250,264,3,1997-10-29 01:39:42,Mimic (1997),1997-08-22,29,M,executive,95110,1997-10-29,1997.0
41,265,3,1998-03-23 21:04:02,"Hunt for Red October, The (1990)",1990-01-01,33,M,engineer,80525,1998-03-23,1990.0
224,245,3,1998-02-21 17:30:16,"Devil's Own, The (1997)",1997-03-26,31,F,educator,43512,1998-02-21,1997.0
82,135,3,1997-11-05 22:40:29,2001: A Space Odyssey (1968),1968-01-01,50,M,programmer,22902,1997-11-05,1968.0
262,1147,4,1997-11-17 18:35:10,My Family (1995),1995-01-01,19,F,student,78264,1997-11-17,1995.0
293,471,3,1998-03-03 06:01:24,Courage Under Fire (1996),1996-03-08,24,M,writer,60804,1998-03-03,1996.0
216,658,3,1997-11-23 00:30:29,Pump Up the Volume (1990),1990-01-01,22,M,engineer,02215,1997-11-23,1990.0
250,140,3,1997-10-29 02:27:39,Homeward Bound: The Incredible Journey (1993),1993-01-01,29,M,executive,95110,1997-10-29,1993.0
59,23,5,1998-02-23 03:41:40,Taxi Driver (1976),1996-02-16,49,M,educator,08403,1998-02-23,1996.0
286,379,5,1997-10-22 15:22:51,Tales From the Crypt Presents: Demon Knight (1995),1995-01-01,27,M,student,15217,1997-10-22,1995.0
244,815,4,1997-11-27 04:33:05,One Fine Day (1996),1996-11-30,28,M,technician,80525,1997-11-27,1996.0
7,479,4,1998-03-31 13:46:50,Vertigo (1958),1958-01-01,57,M,administrator,91344,1998-03-31,1958.0
174,368,1,1998-02-02 15:46:42,Bio-Dome (1996),1996-01-01,30,F,administrator,52302,1998-02-02,1996.0
87,274,4,1997-11-18 18:12:14,Sabrina (1995),1995-01-01,47,M,administrator,89503,1997-11-18,1995.0
194,1211,2,1997-11-14 23:49:40,Blue Sky (1994),1994-01-01,38,M,administrator,02154,1997-11-14,1994.0
82,1134,2,1998-01-13 18:00:02,Get on the Bus (1996),1996-10-16,50,M,programmer,22902,1998-01-13,1996.0
13,836,2,1997-12-14 22:49:06,Ninotchka (1939),1939-01-01,47,M,educator,29206,1997-12-14,1939.0
13,272,4,1998-01-11 17:06:43,Good Will Hunting (1997),1997-01-01,47,M,educator,29206,1998-01-11,1997.0
244,756,2,1997-11-27 04:32:37,Father of the Bride Part II (1995),1995-01-01,28,M,technician,80525,1997-11-27,1995.0
305,427,5,1998-02-01 08:51:30,To Kill a Mockingbird (1962),1962-01-01,23,M,programmer,94086,1998-02-01,1962.0
95,787,2,1998-03-03 19:55:30,Roommates (1995),1995-01-01,31,M,administrator,10707,1998-03-03,1995.0
43,14,2,1998-01-04 23:15:45,"Postino, Il (1994)",1994-01-01,29,F,librarian,20854,1998-01-04,1994.0
299,955,4,1998-03-10 04:07:03,Before Sunrise (1995),1995-01-01,29,M,doctor,63108,1998-03-10,1995.0
57,419,3,1998-01-01 23:47:34,Mary Poppins (1964),1964-01-01,16,M,none,84010,1998-01-01,1964.0
84,405,3,1997-12-30 03:26:03,Mission: Impossible (1996),1996-05-22,32,M,executive,55369,1997-12-30,1996.0
269,504,4,1998-04-01 16:58:42,Bonnie and Clyde (1967),1967-01-01,31,F,librarian,43201,1998-04-01,1967.0
299,111,3,1997-10-26 15:03:04,"Truth About Cats & Dogs, The (1996)",1996-04-26,29,M,doctor,63108,1997-10-26,1996.0
194,466,4,1997-11-14 16:44:36,Red Rock West (1992),1992-01-01,38,M,administrator,02154,1997-11-14,1992.0
160,135,4,1997-10-14 20:26:47,2001: A Space Odyssey (1968),1968-01-01,27,M,programmer,66215,1997-10-14,1968.0
99,268,3,1998-01-24 21:44:07,Chasing Amy (1997),1997-01-01,20,M,student,63129,1998-01-24,1997.0
10,486,4,1997-10-26 17:27:26,Sabrina (1954),1954-01-01,53,M,lawyer,90703,1997-10-26,1954.0
259,117,4,1997-09-20 03:09:48,"Rock, The (1996)",1996-06-07,21,M,student,48823,1997-09-20,1996.0
85,427,3,1997-11-13 21:25:50,To Kill a Mockingbird (1962),1962-01-01,51,M,educator,20003,1997-11-13,1962.0
303,919,4,1997-11-14 00:28:15,"City of Lost Children, The (1995)",1995-01-01,19,M,student,14853,1997-11-14,1995.0
213,273,5,1997-11-07 02:49:47,Heat (1995),1995-01-01,33,M,executive,55345,1997-11-07,1995.0
121,514,3,1998-03-31 23:45:47,Annie Hall (1977),1977-01-01,54,M,librarian,99603,1998-03-31,1977.0
90,98,5,1998-03-31 22:26:44,"Silence of the Lambs, The (1991)",1991-01-01,60,M,educator,78155,1998-03-31,1991.0
49,559,2,1998-02-21 13:23:25,Interview with the Vampire (1994),1994-01-01,23,F,student,76111,1998-02-21,1994.0
42,794,3,1997-12-03 00:20:25,It Could Happen to You (1994),1994-01-01,30,M,administrator,17870,1997-12-03,1994.0
155,323,2,1997-11-12 21:47:41,Dante's Peak (1997),1997-02-07,32,F,other,11217,1997-11-12,1997.0
68,117,4,1997-10-16 03:52:19,"Rock, The (1996)",1996-06-07,19,M,student,22904,1997-10-16,1996.0
172,177,4,1997-09-29 12:59:25,"Good, The Bad and The Ugly, The (1966)",1966-01-01,55,M,marketing,22207,1997-09-29,1966.0
19,4,4,1998-01-21 20:00:40,Get Shorty (1995),1995-01-01,40,M,librarian,02138,1998-01-21,1995.0
268,231,4,1997-10-01 22:15:36,Batman Returns (1992),1992-01-01,24,M,engineer,19422,1997-10-01,1992.0
5,2,3,1997-09-30 16:14:13,GoldenEye (1995),1995-01-01,33,F,other,15213,1997-09-30,1995.0
305,117,2,1998-02-01 09:07:08,"Rock, The (1996)",1996-06-07,23,M,programmer,94086,1998-02-01,1996.0
44,294,4,1997-12-31 23:52:36,Liar Liar (1997),1997-03-21,26,M,technician,46260,1997-12-31,1997.0
43,137,4,1997-10-04 14:34:16,Big Night (1996),1996-09-20,29,F,librarian,20854,1997-10-04,1996.0
279,1336,1,1997-09-26 18:25:53,Kazaam (1996),1996-07-17,33,M,programmer,85251,1997-09-26,1996.0
80,466,5,1998-02-13 20:28:21,Red Rock West (1992),1992-01-01,34,F,administrator,52241,1998-02-13,1992.0
254,164,4,1998-02-03 02:26:08,"Abyss, The (1989)",1989-01-01,44,M,educator,42647,1998-02-03,1989.0
298,281,3,1998-01-07 14:28:56,"River Wild, The (1994)",1994-01-01,44,M,executive,01581,1998-01-07,1994.0
279,1240,1,1998-04-10 02:13:24,Ghost in the Shell (Kokaku kidotai) (1995),1996-04-12,33,M,programmer,85251,1998-04-10,1996.0
66,298,4,1997-12-31 20:48:44,Face/Off (1997),1997-06-27,23,M,student,80521,1997-12-31,1997.0
18,443,3,1997-11-21 16:36:33,"Birds, The (1963)",1963-01-01,35,F,other,37212,1997-11-21,1963.0
268,1035,2,1997-09-29 14:09:34,Cool Runnings (1993),1993-01-01,24,M,engineer,19422,1997-09-29,1993.0
99,79,4,1998-01-24 22:15:38,"Fugitive, The (1993)",1993-01-01,20,M,student,63129,1998-01-24,1993.0
13,98,4,1997-12-07 17:16:51,"Silence of the Lambs, The (1991)",1991-01-01,47,M,educator,29206,1997-12-07,1991.0
26,258,3,1998-03-31 12:39:09,Contact (1997),1997-07-11,49,M,engineer,21044,1998-03-31,1997.0
7,455,4,1998-03-31 14:04:46,Jackie Chan's First Strike (1996),1997-01-10,57,M,administrator,91344,1998-03-31,1997.0
222,755,4,1997-10-30 03:51:21,Jumanji (1995),1995-01-01,29,M,programmer,27502,1997-10-30,1995.0
200,673,5,1998-01-06 23:15:54,Cape Fear (1962),1962-01-01,40,M,programmer,93402,1998-01-06,1962.0
119,328,4,1997-10-15 13:58:33,Conspiracy Theory (1997),1997-08-08,32,M,programmer,67401,1997-10-15,1997.0
213,172,5,1997-11-08 02:17:22,"Empire Strikes Back, The (1980)",1980-01-01,33,M,executive,55345,1997-11-08,1980.0
276,322,3,1997-09-20 20:13:12,Murder at 1600 (1997),1997-04-18,21,M,student,95064,1997-09-20,1997.0
94,1217,3,1998-04-04 20:51:26,Assassins (1995),1995-01-01,26,M,student,71457,1998-04-04,1995.0
130,379,4,1997-10-02 14:14:22,Tales From the Crypt Presents: Demon Knight (1995),1995-01-01,20,M,none,60115,1997-10-02,1995.0
38,328,4,1998-04-13 00:51:28,Conspiracy Theory (1997),1997-08-08,28,F,other,54467,1998-04-13,1997.0
160,719,3,1997-10-14 19:39:37,Canadian Bacon (1994),1994-01-01,27,M,programmer,66215,1997-10-14,1994.0
293,1267,3,1998-03-03 06:36:06,Clockers (1995),1995-01-01,24,M,writer,60804,1998-03-03,1995.0
26,930,2,1998-03-31 23:13:05,Chain Reaction (1996),1996-07-31,49,M,engineer,21044,1998-03-31,1996.0
130,216,4,1997-09-25 19:42:25,When Harry Met Sally... (1989),1989-01-01,20,M,none,60115,1997-09-25,1989.0
92,1079,3,1998-02-02 18:17:35,Joe's Apartment (1996),1996-07-26,32,M,entertainment,80525,1998-02-02,1996.0
256,452,4,1997-12-15 05:49:59,Jaws 2 (1978),1978-01-01,35,F,none,39042,1997-12-15,1978.0
1,61,4,1997-11-03 07:33:40,Three Colors: White (1994),1994-01-01,24,M,technician,85711,1997-11-03,1994.0
72,48,4,1997-11-20 14:38:38,Hoop Dreams (1994),1994-01-01,48,F,administrator,73034,1997-11-20,1994.0
56,755,3,1998-04-18 14:36:47,Jumanji (1995),1995-01-01,25,M,librarian,46260,1998-04-18,1995.0
13,360,4,1997-12-14 23:08:46,Wonderland (1997),1997-01-01,47,M,educator,29206,1997-12-14,1997.0
15,405,2,1997-11-13 21:19:17,Mission: Impossible (1996),1996-05-22,49,F,educator,97301,1997-11-13,1996.0
92,77,3,1997-09-30 21:23:57,"Firm, The (1993)",1993-01-01,32,M,entertainment,80525,1997-09-30,1993.0
207,476,2,1998-01-09 22:52:23,"First Wives Club, The (1996)",1996-09-14,39,M,marketing,92037,1998-01-09,1996.0
292,174,5,1997-12-02 23:31:21,Raiders of the Lost Ark (1981),1981-01-01,35,F,programmer,94703,1997-12-02,1981.0
232,483,5,1998-02-27 03:20:22,Casablanca (1942),1942-01-01,45,M,scientist,99709,1998-02-27,1942.0
251,748,2,1998-01-31 18:42:55,"Saint, The (1997)",1997-03-14,28,M,doctor,85032,1998-01-31,1997.0
224,26,3,1998-02-21 23:35:53,"Brothers McMullen, The (1995)",1995-01-01,31,F,educator,43512,1998-02-21,1995.0
181,220,4,1997-11-08 04:13:12,"Mirror Has Two Faces, The (1996)",1996-11-15,26,M,executive,21218,1997-11-08,1996.0
259,255,4,1997-09-20 03:05:10,My Best Friend's Wedding (1997),1997-06-20,21,M,student,48823,1997-09-20,1997.0
305,471,4,1998-02-01 09:00:48,Courage Under Fire (1996),1996-03-08,23,M,programmer,94086,1998-02-01,1996.0
52,280,3,1997-12-24 00:20:06,Up Close and Personal (1996),1996-03-01,18,F,student,55105,1997-12-24,1996.0
161,202,5,1998-03-29 11:26:09,Groundhog Day (1993),1993-01-01,50,M,lawyer,55104,1998-03-29,1993.0
148,408,5,1997-10-21 01:56:58,"Close Shave, A (1995)",1996-04-28,33,M,engineer,97006,1997-10-21,1996.0
125,235,2,1998-04-17 18:42:39,Mars Attacks! (1996),1996-12-13,30,M,lawyer,22202,1998-04-17,1996.0
97,228,5,1998-01-08 05:54:20,Star Trek: The Wrath of Khan (1982),1982-01-01,43,M,artist,98006,1998-01-08,1982.0
58,1098,4,1998-01-09 00:15:36,Flirting With Disaster (1996),1996-03-22,27,M,programmer,52246,1998-01-09,1996.0
83,234,4,1998-02-16 21:45:48,Jaws (1975),1975-01-01,40,M,other,44133,1998-02-16,1975.0
90,347,4,1998-03-31 22:28:39,Wag the Dog (1997),1998-01-09,60,M,educator,78155,1998-03-31,1998.0
272,178,5,1997-11-13 21:05:13,12 Angry Men (1957),1957-01-01,33,M,scientist,53706,1997-11-13,1957.0
194,181,3,1997-11-14 15:29:56,Return of the Jedi (1983),1997-03-14,38,M,administrator,02154,1997-11-14,1997.0
125,478,4,1997-11-13 20:57:08,"Philadelphia Story, The (1940)",1940-01-01,30,M,lawyer,22202,1997-11-13,1940.0
110,688,1,1998-02-09 01:26:45,Leave It to Beaver (1997),1997-08-22,19,M,student,77840,1998-02-09,1997.0
